,destination,destination_id,origin,origin_id,1990,1995,2000,2005,2010,2015,2020
16820,jordan,18,norway,48,8,31,53,40,82,34,43
16821,jordan,18,pakistan,9,5168,4558,3949,2965,6120,2526,3273
16822,jordan,18,philippines,179,2245,3455,4664,3501,7227,2983,3866
16823,jordan,18,poland,33,85,93,100,75,153,64,80
16824,jordan,18,qatar,22,102,187,272,204,421,173,224
16825,jordan,18,romania,35,310,320,330,248,510,210,270
16826,jordan,18,russia,36,581,653,724,544,1122,463,599
16827,jordan,18,saudi arabia,23,3495,4802,6108,4586,9467,3908,5064
16828,jordan,18,serbia,63,35,54,72,54,110,45,57
16829,jordan,18,slovakia,37,12,20,28,21,44,18,22
16830,jordan,18,somalia,128,24,58,92,69,142,591,764
16831,jordan,18,south africa,115,24,48,72,54,110,45,57
16832,jordan,18,spain,65,282,326,370,278,574,237,306
16833,jordan,18,south sudan,129,233,285,336,253,521,215,277
16834,jordan,18,sudan,145,1891,2309,2727,2048,4227,4145,6010
16835,jordan,18,sweden,49,82,96,109,83,170,70,89
16836,jordan,18,switzerland,74,53,148,243,182,375,155,199
16837,jordan,18,syrian,25,51557,54585,57624,54460,124888,674705,698701
16839,jordan,18,united arab emirates,27,156,205,254,191,393,163,211
16840,jordan,18,tunisia,146,221,269,316,237,489,201,259
16841,jordan,18,turkey,26,957,1101,1245,935,1929,797,1031
16842,jordan,18,ukraine,38,45,263,480,361,745,308,397
16843,jordan,18,north macedonia,60,208,158,107,81,167,69,87
16844,jordan,18,egypt,142,171413,229396,287377,97992,113465,78178,101340
16845,jordan,18,united kingdom,50,465,724,981,737,1521,628,813
16848,jordan,18,yemen,28,2439,2664,2889,2169,4478,22918,29708
16898,kuwait,19,afghanistan,2,1334,1068,1219,1317,1794,2669,2896
16899,kuwait,19,bahrain,13,189,231,363,538,849,1297,1407
16900,kuwait,19,bangladesh,3,126783,110044,136047,175042,258071,350229,380046
16901,kuwait,19,sri lanka,10,36364,23883,20680,20377,25192,36556,39667
16902,kuwait,19,chad,136,870,697,795,859,1138,1305,1414
16903,kuwait,19,ethiopia,120,2216,1776,2026,2189,2902,3595,3899
16904,kuwait,19,eritrea,119,3148,2522,2877,3108,4122,4725,5127
16905,kuwait,19,france,68,355,505,853,1426,2358,4810,5218
16907,kuwait,19,india,5,375183,332377,418664,485921,675347,1061758,1152175
16909,kuwait,19,jordan,18,21348,18028,21710,24523,33502,50399,54688
16910,kuwait,19,lebanon,20,4513,3616,4125,4456,5908,11532,12512
16911,kuwait,19,morocco,144,1594,1277,1457,1574,2087,2795,3032
16912,kuwait,19,nepal,8,1416,1134,1294,1398,1854,22678,24607
16913,kuwait,19,netherlands,73,1080,729,662,641,780,980,1062
16914,kuwait,19,nigeria,162,1160,929,1060,1145,1518,4441,4817
16915,kuwait,19,pakistan,9,129928,112925,139783,162388,225820,312434,339033
16916,kuwait,19,philippines,179,49207,45266,58906,76339,112977,181462,196910
16917,kuwait,19,qatar,22,49,60,96,142,224,623,674
16918,kuwait,19,saudi arabia,23,380,466,733,1088,1716,2077,2252
16919,kuwait,19,somalia,128,2111,1691,1929,2084,2763,3168,3436
16920,kuwait,19,south sudan,129,0,0,0,0,0,1726,1871
16921,kuwait,19,sudan,145,29503,24089,28031,30756,41211,45525,49399
16922,kuwait,19,syrian,25,11021,8831,10073,10882,14426,21340,23156
16924,kuwait,19,united arab emirates,27,4778,5852,9199,13638,21510,24662,26760
16925,kuwait,19,tunisia,146,961,769,878,949,1259,1784,1935
16926,kuwait,19,turkey,26,8007,6416,7319,7907,10482,12297,13342
16927,kuwait,19,egypt,142,135880,107006,119693,128040,168563,387993,421025
16928,kuwait,19,united kingdom,50,10010,6908,6491,6444,8016,9394,10191
16930,kuwait,19,yemen,28,36441,29202,33307,35981,47699,65129,70672
16980,lebanon,20,bahrain,13,65,150,234,180,128,108,93
16981,lebanon,20,bangladesh,3,433,2124,3814,3646,3498,2957,2582
16982,lebanon,20,sri lanka,10,5054,5965,6876,5279,3757,3176,2771
16983,lebanon,20,china,172,88,2596,5103,3918,2789,2358,2058
16984,lebanon,20,france,68,135,177,218,168,119,101,87
16986,lebanon,20,germany,69,189,292,395,304,216,183,159
16987,lebanon,20,hungary,32,16,170,323,249,177,150,129
16988,lebanon,20,india,5,398,1169,1940,1854,1779,1503,1311
16990,lebanon,20,iraq,16,11774,18572,25369,82759,138593,117164,102319
16991,lebanon,20,israel,17,3,434,865,664,473,400,348
16992,lebanon,20,jordan,18,1380,1196,1012,778,554,468,408
16993,lebanon,20,kuwait,19,106,260,414,318,227,192,166
16994,lebanon,20,libya,143,154,345,536,412,293,248,214
16995,lebanon,20,morocco,144,182,256,330,254,180,153,132
16996,lebanon,20,oman,21,247,299,351,270,192,163,140
16997,lebanon,20,pakistan,9,2361,2077,1793,1377,980,827,721
16998,lebanon,20,philippines,179,1026,1572,2117,1626,1157,978,853
16999,lebanon,20,russia,36,265,297,329,254,180,153,132
17000,lebanon,20,saudi arabia,23,1597,2185,2773,2129,1515,1280,1116
17001,lebanon,20,south sudan,129,106,129,152,117,84,70,61
17002,lebanon,20,sudan,145,864,1051,1238,951,677,2055,2201
17003,lebanon,20,syrian,25,23553,24856,26159,22970,19987,1194049,1042785
17004,lebanon,20,turkey,26,437,501,565,434,309,261,226
17005,lebanon,20,ukraine,38,21,120,218,168,119,101,87
17006,lebanon,20,egypt,142,78308,104377,130459,112519,95688,80893,70643
17007,lebanon,20,united kingdom,50,212,329,445,343,244,206,179
17009,lebanon,20,yemen,28,1114,1213,1311,1007,717,606,528
17059,oman,21,bahrain,13,106,294,400,366,393,893,1140
17060,oman,21,bangladesh,3,50041,82653,92034,92947,108861,247568,316467
17061,oman,21,sri lanka,10,13996,14591,11085,9913,10342,23519,30063
17062,oman,21,france,68,200,663,940,972,1162,2642,3377
17063,oman,21,india,5,152554,282987,333881,373411,473206,1076151,1375667
17065,oman,21,iraq,16,118,1361,2223,2983,4226,9610,12283
17066,oman,21,jordan,18,4527,8732,10484,8331,7523,17108,21868
17067,oman,21,kuwait,19,64,177,241,247,294,668,852
17068,oman,21,netherlands,73,611,780,730,594,556,1264,1614
17069,oman,21,pakistan,9,35675,59439,66498,70569,86029,195644,250092
17070,oman,21,philippines,179,5930,7180,6412,10324,15904,36168,46233
17071,oman,21,qatar,22,27,77,106,127,170,386,492
17072,oman,21,saudi arabia,23,215,595,808,714,736,1673,2137
17073,oman,21,south sudan,129,0,0,0,0,0,317,405
17074,oman,21,sudan,145,4910,8625,9917,7816,6978,15552,19879
17075,oman,21,united arab emirates,27,2702,7470,10139,7711,6529,14848,18978
17076,oman,21,egypt,142,18811,27544,28536,27249,30361,69046,88261
17077,oman,21,united kingdom,50,4260,5188,4658,4061,4120,9369,11975
17127,qatar,22,afghanistan,2,384,417,388,620,1356,1571,1599
17128,qatar,22,bahrain,13,54,91,116,275,659,764,777
17129,qatar,22,bangladesh,3,36556,43199,43402,75689,169370,160183,261672
17130,qatar,22,sri lanka,10,932,1033,980,12231,33403,54731,154078
17131,qatar,22,chad,136,10484,9228,6597,2582,663,512,520
17132,qatar,22,ethiopia,120,908,986,917,982,1846,1667,1697
17133,qatar,22,eritrea,119,639,694,646,1083,2401,1854,5881
17134,qatar,22,france,68,102,202,272,585,1374,1061,1079
17136,qatar,22,india,5,2738,2975,2769,193404,540914,645577,702013
17138,qatar,22,jordan,18,10999,13371,13750,14466,26916,32217,32808
17139,qatar,22,kuwait,19,6155,7067,6926,5450,8395,6494,6612
17140,qatar,22,lebanon,20,3090,3377,3162,3211,5865,8274,8425
17141,qatar,22,morocco,144,1300,1412,1315,976,1431,1437,1462
17142,qatar,22,nepal,8,459,498,464,23647,66011,151314,253940
17143,qatar,22,netherlands,73,407,442,412,323,497,450,456
17144,qatar,22,nigeria,162,311,282,211,909,2347,4071,4145
17145,qatar,22,pakistan,9,334,363,338,51773,145204,133212,235505
17146,qatar,22,philippines,179,37462,44332,44593,54268,107963,148496,170052
17147,qatar,22,saudi arabia,23,14187,17817,18792,7059,1054,897,911
17148,qatar,22,somalia,128,109,184,233,655,1609,1243,1264
17149,qatar,22,south sudan,129,608,660,615,1155,2632,2033,2069
17150,qatar,22,sudan,145,3178,3452,3213,9065,22272,18583,23415
17151,qatar,22,syrian,25,526,571,531,3279,8688,7148,24749
17153,qatar,22,united arab emirates,27,39178,41796,38184,18041,12533,9682,9558
17154,qatar,22,tunisia,146,277,300,280,423,910,978,994
17155,qatar,22,turkey,26,2308,2508,2335,3053,6249,5046,5137
17156,qatar,22,egypt,142,250,271,253,48490,136060,163569,183544
17157,qatar,22,united kingdom,50,2886,2677,2070,2433,4771,3841,6868
17159,qatar,22,yemen,28,10506,11418,10626,15725,33584,34877,35517
17209,saudi arabia,23,afghanistan,2,166255,170388,175068,216261,280395,385241,481215
17210,saudi arabia,23,bangladesh,3,479380,491297,504790,623564,808485,1022812,1277624
17212,saudi arabia,23,sri lanka,10,200579,205566,211212,260909,338283,423765,529336
17213,saudi arabia,23,ethiopia,120,61017,62534,64252,79371,102910,131493,164250
17214,saudi arabia,23,india,5,906468,929709,978992,1216549,1579235,2003256,2502337
17216,saudi arabia,23,iraq,16,42857,33020,10177,5363,5039,4865,6075
17217,saudi arabia,23,jordan,18,90278,92523,95064,117432,152257,192620,240606
17218,saudi arabia,23,lebanon,20,57203,58626,60237,74411,96479,123277,153988
17219,saudi arabia,23,nepal,8,177661,182078,187079,231098,299632,403005,503404
17220,saudi arabia,23,pakistan,9,556715,570555,586225,724160,938913,1187817,1483737
17221,saudi arabia,23,philippines,179,239551,245507,252250,311603,404010,516223,644828
17222,saudi arabia,23,sudan,145,178769,183214,188246,232539,301500,385241,481215
17223,saudi arabia,23,syrian,25,305838,313441,322050,397826,515803,659067,823261
17224,saudi arabia,23,egypt,142,357540,366429,376493,465079,603000,770483,962432
17225,saudi arabia,23,yemen,28,286032,293143,301194,372063,482400,616386,769945
17338,syrian,25,afghanistan,2,0,92,172,629,2605,1487,1143
17340,syrian,25,iraq,16,3825,3036,1829,337785,1110642,195204,203003
17341,syrian,25,somalia,128,200,345,443,1458,3100,1040,1079
17342,syrian,25,sudan,145,0,48,91,222,538,203,209
17392,turkey,26,afghanistan,2,7652,9633,9020,9360,11074,94002,117595
17393,turkey,26,albania,51,801,1939,3086,3192,3292,3261,4554
17394,turkey,26,algeria,141,156,378,603,624,643,636,887
17395,turkey,26,azerbaijan,12,4062,9832,15638,16174,16683,16529,23090
17396,turkey,26,argentina,103,34,82,131,135,139,138,190
17398,turkey,26,austria,66,6979,10148,13354,13812,14247,14115,19717
17399,turkey,26,bangladesh,3,79,192,307,318,327,323,450
17400,turkey,26,armenia,11,192,465,740,765,789,781,1090
17401,turkey,26,belgium,67,4703,6415,8152,8432,8697,8617,12035
17402,turkey,26,bosnia and herzegovina,53,6811,7000,2839,2294,2352,2330,3253
17403,turkey,26,brazil,105,83,201,320,331,341,338,471
17405,turkey,26,bulgaria,30,462767,454518,447912,463279,477882,473482,661438
17407,turkey,26,belarus,29,72,175,280,290,298,295,410
17409,turkey,26,sri lanka,10,18,21,36,38,68,51,70
17410,turkey,26,chile,106,10,25,41,43,44,43,58
17411,turkey,26,china,172,529,1020,1634,1702,1736,1730,2415
17412,turkey,26,colombia,107,11,27,44,46,47,46,61
17413,turkey,26,congo,137,7,17,28,31,41,72,99
17414,turkey,26,costa rica,96,13,31,51,53,54,52,72
17415,turkey,26,croatia,54,53,129,207,214,221,218,303
17416,turkey,26,cuba,81,10,24,40,42,44,42,56
17417,turkey,26,cyprus,14,9195,9419,9679,10011,10327,10231,14291
17418,turkey,26,czechia,31,274,663,1056,1093,1127,1115,1557
17419,turkey,26,denmark,39,814,1970,3135,3242,3344,3313,4627
17420,turkey,26,ethiopia,120,23,34,56,60,79,148,204
17421,turkey,26,estonia,40,27,65,105,109,112,110,153
17422,turkey,26,finland,42,404,978,1557,1610,1660,1645,2295
17423,turkey,26,france,68,10280,12558,14882,15392,15877,15730,21973
17424,turkey,26,georgia,15,1575,3813,6065,6273,6470,6410,8952
17426,turkey,26,germany,69,176820,215428,254815,263557,271865,269361,376288
17427,turkey,26,ghana,156,34,83,134,139,143,142,196
17428,turkey,26,greece,56,101752,78316,55164,57056,58854,58312,81457
17430,turkey,26,hong kong,173,14,33,54,56,57,55,76
17431,turkey,26,hungary,32,126,304,485,501,517,511,713
17432,turkey,26,iceland,43,10,24,40,42,43,42,56
17433,turkey,26,india,5,126,304,485,501,517,511,713
17435,turkey,26,iran,6,23816,13188,13427,14451,14798,38569,84270
17436,turkey,26,iraq,16,33620,21033,8922,8690,14135,139629,233288
17437,turkey,26,ireland,44,130,314,501,518,534,529,737
17438,turkey,26,israel,17,658,1592,2533,2620,2702,2677,3738
17439,turkey,26,italy,57,1958,2298,2648,2739,2825,2798,3908
17440,turkey,26,japan,177,972,1415,1865,1929,1989,1970,2750
17441,turkey,26,kazakhstan,167,1209,2926,4654,4813,4965,4918,6869
17442,turkey,26,jordan,18,217,525,836,867,896,901,1257
17443,turkey,26,kenya,121,42,101,162,167,172,170,236
17444,turkey,26,north korea,176,7,17,28,29,29,28,37
17446,turkey,26,kuwait,19,69,167,266,276,284,281,391
17447,turkey,26,kyrgyzstan,168,423,1025,1632,1692,1741,1931,2697
17448,turkey,26,lebanon,20,273,662,1054,1091,1126,1113,1554
17449,turkey,26,latvia,46,15,37,61,63,64,62,86
17450,turkey,26,libya,143,743,1798,2861,2959,3052,3023,4220
17451,turkey,26,lithuania,47,63,152,243,251,259,255,355
17452,turkey,26,luxembourg,71,11,26,42,44,45,44,59
17454,turkey,26,malta,58,10,24,40,42,43,42,56
17455,turkey,26,mexico,100,37,89,143,148,152,151,208
17458,turkey,26,morocco,144,113,274,437,459,472,472,659
17459,turkey,26,oman,21,6,14,24,25,25,24,32
17460,turkey,26,netherlands,73,9916,15095,20329,21027,21689,21488,30017
17462,turkey,26,nigeria,162,70,170,272,282,294,863,1204
17463,turkey,26,norway,48,860,2081,3310,3423,3531,3498,4886
17464,turkey,26,pakistan,9,275,666,1060,1097,1131,2015,1599
17465,turkey,26,peru,112,13,31,50,52,53,51,70
17466,turkey,26,philippines,179,141,341,544,564,581,574,801
17467,turkey,26,poland,33,826,1999,3181,3291,3393,3362,4695
17468,turkey,26,portugal,61,54,131,209,216,223,220,305
17469,turkey,26,qatar,22,7,18,30,31,31,30,40
17470,turkey,26,romania,35,5018,12145,19316,19979,20609,20418,28522
17471,turkey,26,russia,36,11430,14936,18497,19132,19740,19557,27319
17472,turkey,26,saudi arabia,23,3344,3712,4094,4234,4368,4331,6049
17473,turkey,26,senegal,164,16,39,63,65,66,64,88
17475,turkey,26,slovakia,37,76,184,293,303,312,308,428
17476,turkey,26,vietnam,1,7,17,29,30,30,29,39
17477,turkey,26,slovenia,64,35,85,136,141,145,144,199
17478,turkey,26,somalia,128,114,14,34,90,1267,3962,2980
17479,turkey,26,south africa,115,71,172,275,285,293,290,403
17480,turkey,26,spain,65,292,707,1126,1165,1201,1190,1661
17481,turkey,26,sudan,145,63,132,212,225,355,393,546
17482,turkey,26,eswatini,148,18,44,71,74,76,75,103
17483,turkey,26,sweden,49,1291,3124,4969,5139,5301,5252,7335
17484,turkey,26,switzerland,74,8109,8867,9659,9990,10305,10209,14260
17485,turkey,26,syrian,25,5247,5106,4995,5178,5336,2714774,3792505
17486,turkey,26,tajikistan,169,64,155,248,256,265,272,378
17488,turkey,26,united arab emirates,27,3344,1689,41,43,44,43,58
17489,turkey,26,tunisia,146,132,297,475,491,508,507,708
17490,turkey,26,turkmenistan,170,492,1190,1894,1961,2022,2001,2793
17491,turkey,26,ukraine,38,1011,2447,3893,4026,4153,4114,5745
17492,turkey,26,north macedonia,60,37647,84307,134372,138686,143057,141740,198004
17493,turkey,26,egypt,142,2318,1514,717,744,770,773,1079
17494,turkey,26,united kingdom,50,6483,12029,17619,18224,18797,18624,26016
17495,turkey,26,"tanzania, united republic of",131,53,129,207,214,221,218,303
17497,turkey,26,uruguay,114,10,25,41,43,44,43,58
17498,turkey,26,uzbekistan,171,1992,4632,7375,7644,7904,7842,10954
17500,turkey,26,yemen,28,16,39,64,67,69,99,136
17550,united arab emirates,27,afghanistan,2,1630,2088,2668,3208,6878,7515,8191
17551,united arab emirates,27,bahrain,13,231,498,795,831,1679,1834,1998
17552,united arab emirates,27,bangladesh,3,154869,219911,297620,408976,919365,1004611,1095231
17553,united arab emirates,27,sri lanka,10,44420,43576,45340,49194,101145,110523,120491
17554,united arab emirates,27,chad,136,1063,1361,1739,2094,4493,4909,5350
17555,united arab emirates,27,ethiopia,120,2708,3470,4433,4607,9276,10136,11049
17556,united arab emirates,27,eritrea,119,3846,4928,6295,7570,16231,17735,19334
17557,united arab emirates,27,france,68,434,1118,1868,5745,15230,16642,18141
17559,united arab emirates,27,india,5,458294,667853,915878,1286993,2913858,3184043,3471300
17561,united arab emirates,27,jordan,18,26078,35757,47494,63626,141838,154989,168968
17562,united arab emirates,27,kuwait,19,13095,16904,21687,26337,56684,61939,67525
17563,united arab emirates,27,lebanon,20,5513,7065,9024,14856,35184,38446,41913
17564,united arab emirates,27,morocco,144,1948,2496,3188,3594,7508,8204,8942
17565,united arab emirates,27,nepal,8,1730,2217,2832,8818,23410,25580,27886
17566,united arab emirates,27,netherlands,73,1320,1346,1450,1378,2651,2896,3155
17567,united arab emirates,27,nigeria,162,1417,1815,2319,5207,13178,14399,15697
17568,united arab emirates,27,pakistan,9,158710,225750,305782,383831,836310,913855,996288
17569,united arab emirates,27,philippines,179,60107,91840,128860,202658,474083,518041,564769
17570,united arab emirates,27,qatar,22,61,131,210,824,2244,2452,2671
17571,united arab emirates,27,saudi arabia,23,465,1005,1604,2395,5524,6036,6579
17572,united arab emirates,27,somalia,128,2578,3304,4221,4165,8173,8930,9734
17573,united arab emirates,27,south sudan,129,3951,5187,6723,6751,13368,14607,15922
17574,united arab emirates,27,sudan,145,32088,42130,54597,55931,111835,122204,133226
17575,united arab emirates,27,syrian,25,13462,17252,22036,22332,44428,48547,52925
17577,united arab emirates,27,tunisia,146,1175,1505,1922,2303,4932,5389,5874
17578,united arab emirates,27,turkey,26,9781,12534,16050,16152,32055,35027,38186
17579,united arab emirates,27,egypt,142,165980,207924,261934,341789,755158,825178,899612
17580,united arab emirates,27,united kingdom,50,12229,12845,14201,13007,24505,26777,29191
17582,united arab emirates,27,yemen,28,44514,57044,72861,82490,172602,188606,205618
17632,yemen,28,ethiopia,120,15804,687,1703,1916,6181,15740,16039
17633,yemen,28,eritrea,119,0,2500,2766,789,1515,1902,1937
17635,yemen,28,iran,6,0,0,0,0,10,7,6
17636,yemen,28,iraq,16,4943,5140,5389,6731,10441,9801,9987
17637,yemen,28,vietnam,1,706,0,9,0,28,15,14
17638,yemen,28,somalia,128,36771,61684,69757,92022,194353,275683,280940
17639,yemen,28,south sudan,129,0,0,0,0,0,541,551
17640,yemen,28,sudan,145,18648,19777,20102,21394,23170,26541,27044
17641,yemen,28,syrian,25,2238,2318,2411,2578,2822,3943,4013
17642,yemen,28,egypt,142,8579,8886,9206,9808,10621,7596,7739
18258,belarus,29,afghanistan,2,140,216,292,281,270,282,277
18259,belarus,29,algeria,141,27,41,55,53,50,53,51
18260,belarus,29,azerbaijan,12,15651,14826,14000,13806,13611,13493,13294
18261,belarus,29,argentina,103,76,92,107,103,99,102,99
18263,belarus,29,austria,66,44,53,61,59,56,59,57
18264,belarus,29,armenia,11,6645,6295,5944,5862,5779,5728,5643
18265,belarus,29,belgium,67,28,33,38,37,35,36,34
18266,belarus,29,brazil,105,69,83,97,93,89,94,91
18267,belarus,29,bulgaria,30,30,47,63,61,58,61,59
18269,belarus,29,cuba,81,22,34,46,45,43,44,42
18270,belarus,29,czechia,31,83,91,99,95,91,96,93
18271,belarus,29,denmark,39,130,168,206,198,190,199,195
18272,belarus,29,ethiopia,120,11,18,25,24,23,25,23
18273,belarus,29,estonia,40,3429,3397,3365,3232,3099,3243,3194
18274,belarus,29,finland,42,1185,1688,2190,2104,2017,2111,2079
18275,belarus,29,georgia,15,9868,9348,8827,8705,8583,8507,8381
18276,belarus,29,germany,69,32,50,68,65,62,66,64
18277,belarus,29,greece,56,164,139,113,109,104,108,105
18278,belarus,29,hungary,32,291,323,354,341,327,342,335
18279,belarus,29,india,5,24,37,50,48,46,48,46
18280,belarus,29,iran,6,25,38,51,49,47,49,47
18281,belarus,29,ireland,44,16,20,24,23,21,24,22
18282,belarus,29,israel,17,192,297,402,386,370,387,380
18283,belarus,29,italy,57,10,17,24,23,21,24,22
18284,belarus,29,kazakhstan,167,81148,76868,72587,71580,70573,69957,68934
18285,belarus,29,jordan,18,13,22,30,29,28,30,28
18286,belarus,29,north korea,176,97,80,62,60,57,60,58
18288,belarus,29,kyrgyzstan,168,6071,5751,5430,5355,5279,5234,5156
18289,belarus,29,lebanon,20,32,50,67,64,61,65,63
18290,belarus,29,latvia,46,11085,10983,10880,10450,10019,10486,10332
18291,belarus,29,lithuania,47,18380,18210,18039,17326,16612,17385,17130
18294,belarus,29,norway,48,49,56,63,61,58,61,59
18295,belarus,29,pakistan,9,24,37,49,47,45,47,45
18296,belarus,29,poland,33,235,365,495,476,456,478,470
18297,belarus,29,romania,35,10,17,23,22,20,23,21
18298,belarus,29,russia,36,791522,749767,708011,698192,688372,682362,672481
18299,belarus,29,serbia,63,16,27,37,36,34,35,33
18300,belarus,29,slovakia,37,25,26,27,26,25,27,25
18301,belarus,29,vietnam,1,182,282,381,366,351,366,359
18302,belarus,29,spain,65,31,34,37,36,34,35,33
18303,belarus,29,sweden,49,190,271,352,338,324,340,333
18304,belarus,29,switzerland,74,22,26,29,28,27,29,27
18305,belarus,29,syrian,25,40,63,86,83,79,83,80
18306,belarus,29,tajikistan,169,6587,6240,5892,5811,5729,5679,5595
18307,belarus,29,united arab emirates,27,15,19,23,22,20,23,21
18308,belarus,29,turkey,26,11,18,25,24,23,25,23
18309,belarus,29,turkmenistan,170,6339,6005,5670,5592,5513,5464,5382
18310,belarus,29,ukraine,38,261845,248032,234219,230971,227722,225734,222436
18311,belarus,29,united kingdom,50,340,409,478,460,441,461,453
18313,belarus,29,uruguay,114,21,25,28,27,26,28,26
18314,belarus,29,uzbekistan,171,17154,16225,15344,15108,14919,14788,14570
18315,belarus,29,yemen,28,14,24,33,32,30,33,31
18365,bulgaria,30,afghanistan,2,222,223,223,2320,2450,3438,426
18366,bulgaria,30,albania,51,103,316,528,785,1028,990,1351
18367,bulgaria,30,algeria,141,32,105,178,266,350,347,460
18368,bulgaria,30,andorra,52,0,0,0,1,1,0,0
18369,bulgaria,30,angola,134,4,4,4,5,6,8,15
18370,bulgaria,30,anguilla,75,10,16,21,29,35,29,30
18371,bulgaria,30,antigua and barbuda,76,1,2,3,4,5,5,4
18372,bulgaria,30,argentina,103,7,30,53,81,107,99,127
18373,bulgaria,30,armenia,11,1207,1179,1150,1246,1334,1371,1802
18374,bulgaria,30,aruba,77,1,2,3,4,5,5,3
18376,bulgaria,30,austria,66,26,62,98,142,184,804,1938
18377,bulgaria,30,azerbaijan,12,8,466,923,1454,1953,1652,1930
18378,bulgaria,30,bahamas,78,1,2,2,3,4,4,3
18379,bulgaria,30,bahrain,13,1,3,4,6,8,14,28
18380,bulgaria,30,bangladesh,3,22,150,278,429,571,478,539
18381,bulgaria,30,barbados,79,1,2,2,3,4,4,3
18382,bulgaria,30,belarus,29,89,198,307,443,571,704,1110
18383,bulgaria,30,belgium,67,14,98,181,280,372,1297,2606
18384,bulgaria,30,belize,95,0,1,1,2,2,2,0
18385,bulgaria,30,benin,151,2,9,15,22,30,24,27
18387,bulgaria,30,bhutan,4,1,7,13,20,27,21,23
18389,bulgaria,30,bosnia and herzegovina,53,18,36,54,77,98,102,164
18390,bulgaria,30,botswana,147,7,11,15,20,26,23,26
18391,bulgaria,30,brazil,105,8,25,42,63,83,120,210
18394,bulgaria,30,burkina faso,152,3,5,6,9,11,11,13
18395,bulgaria,30,burundi,116,4,7,9,12,15,15,18
18396,bulgaria,30,cabo verde,153,2,3,4,6,7,6,5
18398,bulgaria,30,cameroon,135,1,3,4,6,8,13,24
18400,bulgaria,30,cayman islands,80,0,1,1,2,2,3,3
18401,bulgaria,30,chad,136,1,2,3,4,5,5,4
18402,bulgaria,30,chile,106,3,7,10,15,19,20,27
18403,bulgaria,30,china,172,362,443,524,657,780,1083,1550
18404,bulgaria,30,colombia,107,1,6,10,16,21,36,68
18405,bulgaria,30,congo,137,10,9,8,9,9,10,26
18406,bulgaria,30,costa rica,96,1,2,3,4,5,7,8
18408,bulgaria,30,croatia,54,15,29,42,60,76,95,125
18409,bulgaria,30,cuba,81,50,91,132,185,234,241,301
18410,bulgaria,30,cyprus,14,103,126,149,187,222,883,1479
18411,bulgaria,30,czechia,31,162,313,464,657,838,1039,1533
18412,bulgaria,30,north korea,176,1,1,1,18,33,29,37
18413,bulgaria,30,congo,137,3,6,8,11,14,13,13
18414,bulgaria,30,denmark,39,10,21,31,44,57,201,555
18415,bulgaria,30,djibouti,118,1,2,2,3,3,3,2
18416,bulgaria,30,dominica,82,0,0,0,1,1,0,0
18417,bulgaria,30,dominican republic,83,5,8,11,16,19,41,56
18418,bulgaria,30,ecuador,108,1,4,6,9,12,15,28
18419,bulgaria,30,egypt,142,30,50,69,96,120,210,358
18420,bulgaria,30,el salvador,97,1,2,3,5,7,8,11
18421,bulgaria,30,eritrea,119,1,2,2,3,3,3,13
18422,bulgaria,30,estonia,40,4,16,27,41,54,64,103
18423,bulgaria,30,eswatini,148,1,2,2,3,3,2,1
18424,bulgaria,30,ethiopia,120,26,30,34,41,49,50,63
18426,bulgaria,30,finland,42,10,19,28,40,51,129,211
18427,bulgaria,30,france,68,63,165,267,392,509,1560,3021
18428,bulgaria,30,gabon,139,3,5,6,9,11,10,8
18429,bulgaria,30,gambia,155,2,4,5,8,10,8,9
18430,bulgaria,30,georgia,15,77,117,157,213,264,354,492
18431,bulgaria,30,germany,69,252,625,998,1457,1889,4846,12588
18432,bulgaria,30,ghana,156,4,5,6,8,10,15,29
18433,bulgaria,30,gibraltar,55,2,3,4,6,8,6,9
18434,bulgaria,30,greece,56,1246,1945,2643,3584,4469,6276,8061
18436,bulgaria,30,guatemala,98,1,2,3,5,6,4,4
18437,bulgaria,30,guinea,157,4,5,6,8,10,9,9
18438,bulgaria,30,guinea-bissau,158,1,2,3,4,5,4,3
18439,bulgaria,30,guyana,110,1,2,2,3,4,4,3
18440,bulgaria,30,haiti,85,1,2,3,4,5,5,4
18442,bulgaria,30,honduras,99,0,1,1,2,2,2,4
18443,bulgaria,30,hungary,32,70,122,174,242,306,312,391
18444,bulgaria,30,iceland,43,1,34,66,104,140,15,29
18445,bulgaria,30,india,5,163,149,135,137,138,251,553
18447,bulgaria,30,iran,6,98,127,155,199,239,303,475
18448,bulgaria,30,iraq,16,171,265,358,1325,2549,4850,1389
18449,bulgaria,30,ireland,44,4,5,6,8,10,214,385
18450,bulgaria,30,isle of man,45,0,0,0,0,0,2,18
18451,bulgaria,30,israel,17,58,114,169,240,306,486,824
18452,bulgaria,30,italy,57,113,312,511,754,982,2479,3994
18453,bulgaria,30,jamaica,86,1,2,3,5,6,5,5
18454,bulgaria,30,japan,177,26,44,61,84,105,159,220
18455,bulgaria,30,jordan,18,83,94,105,127,148,201,293
18456,bulgaria,30,kazakhstan,167,89,271,452,672,879,1327,2308
18457,bulgaria,30,kenya,121,2,4,6,9,11,16,28
18459,bulgaria,30,kuwait,19,9,28,47,71,92,100,227
18460,bulgaria,30,kyrgyzstan,168,10,26,41,60,78,145,237
18462,bulgaria,30,latvia,46,10,34,58,87,115,148,218
18463,bulgaria,30,lebanon,20,266,323,379,473,560,662,1026
