Index,name,type,year,total_population_as_1_january_thousands,total_population_as_1_july_thousands,male_population_as_1_july_thousands,fem_population_as_1_july_thousands,population_density_as_1_july_persons_per_square_km,population_sex_ratio_as_1_july_males_per_100_fems,median_age_as_1_july_years,natural_change_births_minus_deaths_thousands,rate_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_childbearing_years,sex_ratio_at_birth_males_per_100_fem_births,total_deaths_thousands,male_deaths_thousands,fem_deaths_thousands,crude_death_rate_deaths_per_1000_population,life_expectancy_at_birth_both_sexes_years,male_life_expectancy_at_birth_years,fem_life_expectancy_at_birth_years,life_expectancy_at_age_15_both_sexes_years,male_life_expectancy_at_age_15_years,fem_life_expectancy_at_age_15_years,life_expectancy_at_age_65_both_sexes_years,male_life_expectancy_at_age_65_years,fem_life_expectancy_at_age_65_years,life_expectancy_at_age_80_both_sexes_years,male_life_expectancy_at_age_80_years,fem_life_expectancy_at_age_80_years,infant_deaths_under_age_1_thousands,infant_mortality_rate_infant_deaths_per_1000_live_births,live_births_surviving_to_age_1_thousands,underfive_deaths_under_age_5_thousands,underfive_mortality_deaths_under_age_5_per_1000_live_births,mortality_before_age_40_both_sexes_deaths_under_age_40_per_1000_live_births,male_mortality_before_age_40_deaths_under_age_40_per_1000_male_live_births,fem_mortality_before_age_40_deaths_under_age_40_per_1000_fem_live_births,mortality_before_age_60_both_sexes_deaths_under_age_60_per_1000_live_births,male_mortality_before_age_60_deaths_under_age_60_per_1000_male_live_births,fem_mortality_before_age_60_deaths_under_age_60_per_1000_fem_live_births,mortality_between_age_15_and_50_both_sexes_deaths_under_age_50_per_1000_alive_at_age_15,male_mortality_between_15_and_50_per_1000_15_yold_males,fem_mortality_between_15_and_50_per_1000_15_yold_fems,mortality_between_age_15_and_60_both_sexes_deaths_under_age_60_per_1000_alive_at_age_15,male_mortality_between_age_15_and_60_deaths_under_age_60_per_1000_males_alive_at_age_15,fem_mortality_between_age_15_and_60_deaths_under_age_60_per_1000_fems_alive_at_age_15,net_number_migrants_thousands,net_migration_rate_per_1000_population
721,More developed regions,Development Group,2020.0,1275983.152,1276157.972,621695.065,654462.907,26.013,94.993,41.013,-2201.269,-1.727,349.64,0.027,0.0,12168.269,393.248,9.545,1.511,0.728,30.108,105.3,14369.538,7375.462,6994.076,11.272,78.576,75.425,81.743,64.026,60.899,67.164,18.954,17.094,20.58,9.035,8.054,9.703,49.452,4.05,12125.897,59.46,4.812,29.935,39.985,19.48,111.464,147.322,74.783,50.489,68.773,31.665,106.212,141.78,69.886,2551.098,2.001
722,More developed regions,Development Group,2021.0,1276332.792,1276116.067,621622.297,654493.77,26.012,94.978,41.214,-2851.771,-2.236,-433.45,-0.034,0.0,12158.281,398.243,9.537,1.524,0.733,30.093,105.3,15010.052,7729.57,7280.482,11.773,78.065,74.859,81.318,63.509,60.325,66.735,18.737,16.911,20.337,9.016,8.078,9.653,48.718,4.007,12116.403,58.491,4.77,31.098,41.71,20.046,118.746,157.181,79.274,53.446,73.084,33.197,113.577,151.758,74.424,2418.432,1.897
723,Less developed regions,Development Group,1950.0,1676018.802,1693069.262,862297.236,830772.025,20.813,103.795,19.991,33770.761,19.941,34100.919,2.014,34.416,73504.33,9509.774,43.402,5.941,1.831,29.248,105.3,39733.569,21072.905,18660.664,23.461,41.264,39.853,42.833,43.534,41.776,45.513,10.042,9.431,10.62,4.522,4.329,4.663,11956.919,165.234,65060.139,18327.377,263.161,438.651,453.157,423.28,621.897,654.197,585.563,298.852,327.338,267.659,454.574,498.82,404.79,330.051,0.195
724,Less developed regions,Development Group,1951.0,1710119.721,1727765.617,879495.926,848269.691,21.24,103.681,19.884,34999.111,20.257,35291.793,2.043,33.928,74356.474,9666.107,43.036,5.894,1.84,29.225,105.3,39357.363,20748.481,18608.882,22.779,42.11,40.849,43.489,44.137,42.606,45.836,10.157,9.56,10.718,4.565,4.382,4.699,12007.987,161.93,65984.285,18426.279,256.553,426.003,436.988,414.531,608.328,637.373,576.204,287.055,309.872,262.362,441.048,480.213,397.689,293.318,0.17
725,Less developed regions,Development Group,1952.0,1745411.514,1765613.313,898429.311,867184.003,21.705,103.603,19.758,40257.125,22.791,40403.599,2.288,30.295,79150.05,10196.916,44.809,6.171,1.96,29.324,105.3,38892.925,20382.002,18510.923,22.018,43.244,42.153,44.418,44.883,43.608,46.276,10.286,9.687,10.848,4.603,4.419,4.739,12216.729,157.172,70496.784,18593.727,247.813,408.983,415.777,402.053,590.485,615.819,562.993,272.336,288.433,255.147,424.347,457.705,388.09,146.981,0.083
726,Less developed regions,Development Group,1953.0,1785815.113,1805874.38,918747.757,887126.623,22.2,103.564,19.623,40421.31,22.381,40118.533,2.222,31.195,79186.793,10160.613,43.845,6.051,1.941,29.273,105.3,38765.483,20261.375,18504.108,21.464,43.87,42.847,44.964,45.274,44.074,46.575,10.402,9.809,10.956,4.64,4.462,4.772,12181.112,153.825,70711.492,18583.9,241.302,400.673,406.121,395.184,580.737,604.54,555.137,265.686,279.777,250.721,415.496,446.723,381.825,-302.389,-0.167
727,Less developed regions,Development Group,1954.0,1825933.646,1847517.603,939846.9,907670.703,22.712,103.545,19.502,43413.029,23.491,43167.913,2.337,29.66,81921.418,10386.386,44.328,6.152,2.003,29.306,105.3,38508.389,20118.874,18389.515,20.837,44.69,43.677,45.768,45.73,44.579,46.97,10.511,9.912,11.07,4.673,4.492,4.809,12233.156,150.62,73333.782,18660.65,235.238,389.121,394.023,384.207,568.243,591.324,543.547,257.395,269.888,244.182,405.191,434.797,373.455,-244.653,-0.132
728,Less developed regions,Development Group,1955.0,1869101.559,1891385.536,962038.743,929346.792,23.251,103.518,19.372,44850.227,23.708,44567.954,2.356,29.421,83387.644,10442.296,44.079,6.149,2.026,29.3,105.3,38537.417,20174.93,18362.487,20.371,45.248,44.188,46.38,45.934,44.737,47.228,10.537,9.901,11.133,4.671,4.475,4.819,12211.248,147.131,74845.701,18609.514,229.149,380.958,386.119,375.76,560.629,584.485,535.09,253.257,266.014,239.76,400.447,430.732,367.988,-282.044,-0.149
729,Less developed regions,Development Group,1956.0,1913669.513,1936087.346,984624.713,951462.633,23.801,103.485,19.246,44973.141,23.228,44835.667,2.316,29.929,83364.349,10325.985,43.057,6.031,2.008,29.253,105.3,38391.208,20105.647,18285.561,19.829,45.775,44.698,46.925,46.173,44.961,47.482,10.595,9.954,11.196,4.69,4.495,4.837,12047.699,144.42,74980.715,18415.462,223.942,373.6,378.938,368.206,553.103,577.15,527.388,248.898,261.752,235.294,395.108,425.401,362.686,-137.045,-0.071
730,Less developed regions,Development Group,1957.0,1958505.18,1982765.596,1008213.767,974551.83,24.375,103.454,19.106,48751.147,24.578,48520.833,2.447,28.326,87442.268,10589.23,44.083,6.227,2.09,29.324,105.3,38691.121,20269.448,18421.673,19.505,46.207,45.12,47.367,46.351,45.133,47.665,10.62,9.972,11.229,4.697,4.503,4.845,12199.423,141.377,78832.095,18545.133,219.221,367.358,372.707,361.939,547.14,571.314,521.321,245.351,258.147,231.809,391.178,421.43,358.851,-229.924,-0.116
731,Less developed regions,Development Group,1958.0,2007026.013,2030292.196,1032227.397,998064.799,24.959,103.423,18.958,47413.91,23.351,46532.366,2.292,30.242,85995.156,10375.609,42.352,6.008,2.036,29.242,105.3,38581.246,20238.117,18343.129,19.001,46.67,45.541,47.876,46.553,45.295,47.909,10.668,10.003,11.292,4.718,4.519,4.87,12009.923,138.816,77679.76,18293.309,214.352,360.962,366.833,354.981,540.677,565.531,514.117,241.698,255.051,227.546,386.811,417.642,353.867,-881.092,-0.434
732,Less developed regions,Development Group,1959.0,2053558.379,2073704.067,1054092.15,1019611.917,25.493,103.382,18.847,40392.131,19.483,40291.376,1.943,35.674,83320.536,10164.812,40.19,5.709,1.85,29.105,105.3,42928.405,22506.296,20422.109,20.707,44.098,42.984,45.296,45.41,44.083,46.853,10.226,9.595,10.821,4.594,4.408,4.736,12658.027,149.82,74618.751,20298.695,237.995,394.077,401.228,386.747,577.926,603.843,550.002,259.229,276.154,241.172,413.146,447.13,376.494,-100.408,-0.048
733,Less developed regions,Development Group,1960.0,2093849.755,2112293.882,1073426.383,1038867.499,25.967,103.327,18.779,37209.184,17.614,36888.253,1.746,39.699,83748.322,10237.368,39.645,5.64,1.759,29.066,105.3,46539.138,24380.936,22158.202,22.031,42.115,41.034,43.283,44.475,43.112,45.967,9.902,9.3,10.468,4.506,4.33,4.64,13186.769,157.17,74568.78,21720.363,255.057,420.469,428.298,412.421,607.263,633.492,578.855,274.671,294.173,253.779,435.567,471.543,396.525,-320.628,-0.152
734,Less developed regions,Development Group,1961.0,2130738.008,2150924.37,1092762.409,1058161.961,26.442,103.27,18.728,40940.088,19.032,40372.724,1.877,36.928,82560.462,10296.357,38.38,5.456,1.802,28.955,105.2,41620.374,21837.759,19782.615,19.348,45.083,43.938,46.311,45.867,44.524,47.321,10.417,9.772,11.022,4.666,4.465,4.818,11953.607,144.439,74247.145,18947.086,227.81,381.289,388.713,373.659,564.49,590.587,536.482,252.142,268.99,234.195,403.687,437.301,367.595,-566.872,-0.264
735,Less developed regions,Development Group,1962.0,2171110.732,2198924.72,1116934.425,1081990.295,27.032,103.23,18.599,56218.963,25.538,55627.977,2.53,27.397,93890.917,11146.992,42.651,6.136,2.146,29.209,105.3,37671.954,19802.0,17869.954,17.113,48.516,47.319,49.791,47.475,46.173,48.869,10.982,10.269,11.65,4.832,4.594,5.011,11651.441,129.034,85443.636,17307.888,198.571,336.818,343.122,330.35,514.038,539.223,487.299,226.818,239.963,212.915,367.528,397.785,335.454,-590.575,-0.268
736,Less developed regions,Development Group,1963.0,2226738.709,2258032.395,1146826.16,1111206.235,27.759,103.206,18.357,63286.813,28.005,62587.372,2.772,25.005,101803.127,11904.593,45.049,6.551,2.313,29.307,105.4,38516.314,20243.058,18273.256,17.044,49.124,47.917,50.405,47.703,46.402,49.092,11.07,10.354,11.739,4.857,4.61,5.043,12377.917,124.479,92962.28,18020.73,192.038,329.02,335.373,322.487,505.854,530.86,479.349,223.408,236.368,209.709,362.734,392.459,331.287,-699.037,-0.309
737,Less developed regions,Development Group,1964.0,2289326.081,2319533.878,1177947.109,1141586.769,28.515,103.185,18.119,61095.041,26.34,60415.594,2.605,26.608,99591.168,11844.787,42.937,6.283,2.243,29.249,105.4,38496.127,20236.263,18259.864,16.597,49.763,48.536,51.064,48.022,46.709,49.42,11.184,10.458,11.86,4.898,4.64,5.09,12257.542,122.181,91100.36,18016.302,186.553,320.858,327.347,314.179,496.408,521.407,469.936,218.35,231.256,204.716,355.929,385.337,324.853,-679.206,-0.293
738,Less developed regions,Development Group,1965.0,2349741.675,2379895.018,1208427.732,1171467.286,29.257,103.155,17.942,61036.393,25.641,60306.687,2.534,27.354,100650.302,11996.087,42.282,6.229,2.22,29.273,105.4,39613.909,20916.613,18697.296,16.641,49.548,48.19,51.002,47.829,46.343,49.425,11.178,10.436,11.871,4.913,4.641,5.116,12272.729,122.217,92064.982,18394.878,186.762,324.458,333.593,314.942,500.65,528.374,471.002,222.313,239.129,204.434,360.418,393.387,325.235,-729.25,-0.306
739,Less developed regions,Development Group,1966.0,2410048.362,2440429.117,1238954.842,1201474.275,30.001,103.12,17.809,61507.544,25.199,60761.51,2.49,27.837,100681.835,12153.235,41.249,6.099,2.195,29.263,105.4,39174.291,20597.719,18576.572,16.05,50.286,49.028,51.618,48.335,46.991,49.764,11.297,10.565,11.978,4.959,4.69,5.159,12069.117,119.866,92258.007,18143.678,182.005,314.467,321.489,307.219,488.427,513.616,461.715,213.263,226.809,198.947,349.459,378.91,318.296,-745.698,-0.306
740,Less developed regions,Development Group,1967.0,2470809.872,2500985.262,1269514.434,1231470.827,30.745,103.089,17.725,60981.528,24.382,60350.78,2.413,28.726,99899.473,12240.324,39.942,5.912,2.146,29.222,105.4,38917.945,20468.675,18449.27,15.56,50.835,49.553,52.192,48.693,47.324,50.146,11.371,10.636,12.051,4.996,4.727,5.195,11842.331,118.148,91658.974,17868.823,178.619,306.818,314.103,299.29,479.334,504.87,452.236,206.487,220.425,191.751,341.621,371.343,310.147,-630.351,-0.252
741,Less developed regions,Development Group,1968.0,2531160.652,2564024.021,1301355.914,1262668.107,31.52,103.064,17.675,66377.105,25.875,65726.739,2.564,27.034,105005.585,12918.969,40.933,6.073,2.232,29.271,105.4,38628.48,20315.186,18313.294,15.058,51.629,50.337,52.995,49.096,47.725,50.548,11.467,10.739,12.141,5.038,4.774,5.232,11817.209,114.175,96633.87,17607.312,172.284,296.183,303.51,288.605,467.17,492.765,440.015,199.287,213.165,184.62,332.763,362.27,301.528,-649.825,-0.253
742,Less developed regions,Development Group,1969.0,2596887.391,2629763.931,1334605.085,1295158.846,32.329,103.046,17.655,66705.478,25.36,65753.081,2.5,27.726,105395.615,13278.468,40.07,5.935,2.197,29.249,105.4,38690.137,20335.933,18354.204,14.71,52.137,50.849,53.497,49.407,48.042,50.849,11.54,10.809,12.214,5.08,4.815,5.274,11805.477,111.979,97150.753,17514.796,168.735,289.358,296.469,282.012,458.96,484.322,432.067,193.606,207.2,179.253,326.02,355.128,295.218,-952.104,-0.362
